instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,rush_hour,day_type,temp_category,cnt_log,data_source
185,2011-01-08,Spring,0,1,23,0,6,0,1,0.1,0.39,0.4478,0,22,22,Non-Rush Hour,Weekend,Cold,3.1354942159291497,hour
186,2011-01-09,Spring,0,1,0,0,0,0,1,0.1,0.42,0.3881,1,24,25,Non-Rush Hour,Weekend,Cold,3.258096538021482,hour
187,2011-01-09,Spring,0,1,1,0,0,0,1,0.1,0.42,0.4627,0,12,12,Non-Rush Hour,Weekend,Cold,2.5649493574615367,hour
188,2011-01-09,Spring,0,1,2,0,0,0,1,0.1,0.46,0.4627,0,11,11,Non-Rush Hour,Weekend,Cold,2.4849066497880004,hour
189,2011-01-09,Spring,0,1,3,0,0,0,1,0.1,0.46,0.4179,0,4,4,Non-Rush Hour,Weekend,Cold,1.6094379124341005,hour
190,2011-01-09,Spring,0,1,4,0,0,0,1,0.08,0.53,0.194,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453,hour
191,2011-01-09,Spring,0,1,5,0,0,0,1,0.08,0.53,0.194,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453,hour
192,2011-01-09,Spring,0,1,6,0,0,0,1,0.1,0.49,0.2836,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453,hour
193,2011-01-09,Spring,0,1,7,0,0,0,1,0.08,0.53,0.194,1,5,6,Rush Hour,Weekend,Cold,1.9459101490553128,hour
194,2011-01-09,Spring,0,1,8,0,0,0,1,0.1,0.49,0.2836,0,10,10,Rush Hour,Weekend,Cold,2.3978952727983707,hour
195,2011-01-09,Spring,0,1,9,0,0,0,1,0.12,0.46,0.5224,0,19,19,Rush Hour,Weekend,Cold,2.995732273553991,hour
196,2011-01-09,Spring,0,1,10,0,0,0,1,0.14,0.43,0.3881,0,49,49,Non-Rush Hour,Weekend,Cold,3.912023005428146,hour
197,2011-01-09,Spring,0,1,11,0,0,0,1,0.16,0.4,0.5224,2,47,49,Non-Rush Hour,Weekend,Cold,3.912023005428146,hour
198,2011-01-09,Spring,0,1,12,0,0,0,1,0.18,0.37,0.4478,4,79,83,Non-Rush Hour,Weekend,Cold,4.430816798843313,hour
199,2011-01-09,Spring,0,1,13,0,0,0,1,0.2,0.34,0.4478,6,69,75,Non-Rush Hour,Weekend,Cold,4.330733340286331,hour
200,2011-01-09,Spring,0,1,14,0,0,0,1,0.22,0.32,0.4627,8,64,72,Non-Rush Hour,Weekend,Cold,4.290459441148391,hour
201,2011-01-09,Spring,0,1,15,0,0,0,1,0.22,0.35,0.3582,5,77,82,Non-Rush Hour,Weekend,Cold,4.418840607796598,hour
202,2011-01-09,Spring,0,1,16,0,0,0,1,0.2,0.34,0.4478,13,79,92,Rush Hour,Weekend,Cold,4.532599493153256,hour
203,2011-01-09,Spring,0,1,17,0,0,0,1,0.18,0.37,0.3881,3,59,62,Rush Hour,Weekend,Cold,4.143134726391533,hour
204,2011-01-09,Spring,0,1,18,0,0,0,1,0.16,0.4,0.3284,4,44,48,Rush Hour,Weekend,Cold,3.8918202981106265,hour
205,2011-01-09,Spring,0,1,19,0,0,0,1,0.16,0.43,0.3284,1,40,41,Rush Hour,Weekend,Cold,3.737669618283368,hour
206,2011-01-09,Spring,0,1,20,0,0,0,1,0.14,0.46,0.2537,0,38,38,Non-Rush Hour,Weekend,Cold,3.6635616461296463,hour
207,2011-01-09,Spring,0,1,21,0,0,0,1,0.14,0.46,0.4179,1,19,20,Non-Rush Hour,Weekend,Cold,3.044522437723423,hour
208,2011-01-09,Spring,0,1,22,0,0,0,1,0.14,0.46,0.2985,5,10,15,Non-Rush Hour,Weekend,Cold,2.772588722239781,hour
209,2011-01-09,Spring,0,1,23,0,0,0,1,0.12,0.5,0.194,0,6,6,Non-Rush Hour,Weekend,Cold,1.9459101490553128,hour
210,2011-01-10,Spring,0,1,0,0,1,1,1,0.12,0.5,0.2836,2,3,5,Non-Rush Hour,Weekday,Cold,1.791759469228055,hour
211,2011-01-10,Spring,0,1,1,0,1,1,1,0.12,0.5,0.2836,1,0,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453,hour
212,2011-01-10,Spring,0,1,2,0,1,1,1,0.12,0.5,0.2239,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906,hour
213,2011-01-10,Spring,0,1,3,0,1,1,1,0.12,0.5,0.2239,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453,hour
214,2011-01-10,Spring,0,1,4,0,1,1,1,0.1,0.54,0.1343,1,2,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906,hour
215,2011-01-10,Spring,0,1,5,0,1,1,1,0.1,0.54,0.2537,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906,hour
216,2011-01-10,Spring,0,1,6,0,1,1,1,0.12,0.5,0.2836,0,31,31,Non-Rush Hour,Weekday,Cold,3.4657359027997265,hour
217,2011-01-10,Spring,0,1,7,0,1,1,1,0.12,0.5,0.2239,2,75,77,Rush Hour,Weekday,Cold,4.356708826689592,hour
218,2011-01-10,Spring,0,1,8,0,1,1,2,0.12,0.5,0.2836,4,184,188,Rush Hour,Weekday,Cold,5.241747015059643,hour
219,2011-01-10,Spring,0,1,9,0,1,1,2,0.14,0.5,0.2537,2,92,94,Rush Hour,Weekday,Cold,4.553876891600541,hour
220,2011-01-10,Spring,0,1,10,0,1,1,2,0.14,0.5,0.2985,0,31,31,Non-Rush Hour,Weekday,Cold,3.4657359027997265,hour
221,2011-01-10,Spring,0,1,11,0,1,1,2,0.16,0.47,0.2836,2,28,30,Non-Rush Hour,Weekday,Cold,3.4339872044851463,hour
222,2011-01-10,Spring,0,1,12,0,1,1,2,0.2,0.4,0.2836,5,47,52,Non-Rush Hour,Weekday,Cold,3.970291913552122,hour
223,2011-01-10,Spring,0,1,13,0,1,1,2,0.2,0.4,0.2836,4,50,54,Non-Rush Hour,Weekday,Cold,4.007333185232471,hour
224,2011-01-10,Spring,0,1,14,0,1,1,2,0.2,0.4,0.2239,0,47,47,Non-Rush Hour,Weekday,Cold,3.8712010109078903,hour
225,2011-01-10,Spring,0,1,15,0,1,1,2,0.2,0.4,0.2239,2,43,45,Non-Rush Hour,Weekday,Cold,3.828641396489095,hour
226,2011-01-10,Spring,0,1,16,0,1,1,1,0.2,0.4,0.1343,4,70,74,Rush Hour,Weekday,Cold,4.31748811353631,hour
227,2011-01-10,Spring,0,1,17,0,1,1,1,0.2,0.4,0.1045,4,174,178,Rush Hour,Weekday,Cold,5.187385805840755,hour
228,2011-01-10,Spring,0,1,18,0,1,1,1,0.2,0.4,0.2239,1,154,155,Rush Hour,Weekday,Cold,5.049856007249537,hour
229,2011-01-10,Spring,0,1,19,0,1,1,1,0.16,0.47,0.1642,3,92,95,Rush Hour,Weekday,Cold,4.564348191467836,hour
230,2011-01-10,Spring,0,1,20,0,1,1,1,0.16,0.5,0.1642,1,73,74,Non-Rush Hour,Weekday,Cold,4.31748811353631,hour
231,2011-01-10,Spring,0,1,21,0,1,1,1,0.14,0.59,0.194,1,37,38,Non-Rush Hour,Weekday,Cold,3.6635616461296463,hour
232,2011-01-10,Spring,0,1,22,0,1,1,1,0.14,0.59,0.1642,2,22,24,Non-Rush Hour,Weekday,Cold,3.218875824868201,hour
233,2011-01-10,Spring,0,1,23,0,1,1,1,0.14,0.59,0.1642,0,18,18,Non-Rush Hour,Weekday,Cold,2.9444389791664403,hour
234,2011-01-11,Spring,0,1,0,0,2,1,1,0.14,0.59,0.1045,2,10,12,Non-Rush Hour,Weekday,Cold,2.5649493574615367,hour
235,2011-01-11,Spring,0,1,1,0,2,1,1,0.14,0.59,0.1642,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906,hour
236,2011-01-11,Spring,0,1,2,0,2,1,2,0.16,0.55,0.194,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906,hour
237,2011-01-11,Spring,0,1,5,0,2,1,2,0.16,0.55,0.1343,0,6,6,Non-Rush Hour,Weekday,Cold,1.9459101490553128,hour
238,2011-01-11,Spring,0,1,6,0,2,1,2,0.16,0.55,0.1343,0,27,27,Non-Rush Hour,Weekday,Cold,3.332204510175204,hour
239,2011-01-11,Spring,0,1,7,0,2,1,2,0.16,0.55,0.194,2,97,99,Rush Hour,Weekday,Cold,4.605170185988092,hour
240,2011-01-11,Spring,0,1,8,0,2,1,2,0.18,0.51,0.0896,3,214,217,Rush Hour,Weekday,Cold,5.384495062789089,hour
241,2011-01-11,Spring,0,1,9,0,2,1,2,0.18,0.51,0.1642,3,127,130,Rush Hour,Weekday,Cold,4.875197323201151,hour
242,2011-01-11,Spring,0,1,10,0,2,1,2,0.2,0.51,0.1642,3,51,54,Non-Rush Hour,Weekday,Cold,4.007333185232471,hour
243,2011-01-11,Spring,0,1,11,0,2,1,2,0.2,0.47,0.1343,4,31,35,Non-Rush Hour,Weekday,Cold,3.58351893845611,hour
244,2011-01-11,Spring,0,1,12,0,2,1,2,0.2,0.51,0.1045,2,55,57,Non-Rush Hour,Weekday,Cold,4.060443010546419,hour
245,2011-01-11,Spring,0,1,13,0,2,1,2,0.2,0.59,0.0896,6,46,52,Non-Rush Hour,Weekday,Cold,3.970291913552122,hour
246,2011-01-11,Spring,0,1,14,0,2,1,2,0.2,0.59,0.0896,3,60,63,Non-Rush Hour,Weekday,Cold,4.158883083359672,hour
247,2011-01-11,Spring,0,1,15,0,2,1,2,0.16,0.8,0.0896,2,45,47,Non-Rush Hour,Weekday,Cold,3.8712010109078903,hour
248,2011-01-11,Spring,0,1,16,0,2,1,2,0.16,0.86,0.2239,4,72,76,Rush Hour,Weekday,Cold,4.343805421853684,hour
249,2011-01-11,Spring,0,1,17,0,2,1,2,0.16,0.86,0.2239,6,130,136,Rush Hour,Weekday,Cold,4.919980925828125,hour
250,2011-01-11,Spring,0,1,18,0,2,1,3,0.16,0.93,0.1045,1,94,95,Rush Hour,Weekday,Cold,4.564348191467836,hour
251,2011-01-11,Spring,0,1,19,0,2,1,3,0.16,0.93,0.194,0,51,51,Rush Hour,Weekday,Cold,3.951243718581428,hour
252,2011-01-11,Spring,0,1,20,0,2,1,3,0.16,0.93,0.194,0,32,32,Non-Rush Hour,Weekday,Cold,3.49650756146648,hour
253,2011-01-11,Spring,0,1,21,0,2,1,3,0.16,0.86,0.0896,0,20,20,Non-Rush Hour,Weekday,Cold,3.044522437723423,hour
254,2011-01-11,Spring,0,1,22,0,2,1,3,0.16,0.93,0.1045,1,28,29,Non-Rush Hour,Weekday,Cold,3.4011973816621555,hour
255,2011-01-11,Spring,0,1,23,0,2,1,3,0.16,0.93,0.0896,1,18,19,Non-Rush Hour,Weekday,Cold,2.995732273553991,hour
256,2011-01-12,Spring,0,1,0,0,3,1,2,0.16,0.86,0.0896,0,7,7,Non-Rush Hour,Weekday,Cold,2.079441541679836,hour
257,2011-01-12,Spring,0,1,1,0,3,1,2,0.16,0.86,0.1045,0,6,6,Non-Rush Hour,Weekday,Cold,1.9459101490553128,hour
258,2011-01-12,Spring,0,1,2,0,3,1,1,0.14,0.86,0.1343,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453,hour
259,2011-01-12,Spring,0,1,5,0,3,1,1,0.14,0.86,0.1642,0,5,5,Non-Rush Hour,Weekday,Cold,1.791759469228055,hour
260,2011-01-12,Spring,0,1,6,0,3,1,1,0.12,0.93,0.1343,0,16,16,Non-Rush Hour,Weekday,Cold,2.833213344056216,hour
261,2011-01-12,Spring,0,1,7,0,3,1,1,0.14,0.69,0.1343,0,54,54,Rush Hour,Weekday,Cold,4.007333185232471,hour
262,2011-01-12,Spring,0,1,8,0,3,1,1,0.16,0.59,0.1642,3,125,128,Rush Hour,Weekday,Cold,4.859812404361672,hour
263,2011-01-12,Spring,0,1,9,0,3,1,1,0.16,0.59,0.3284,3,78,81,Rush Hour,Weekday,Cold,4.406719247264253,hour
264,2011-01-12,Spring,0,1,10,0,3,1,1,0.18,0.55,0.2239,0,39,39,Non-Rush Hour,Weekday,Cold,3.688879454113936,hour
265,2011-01-12,Spring,0,1,11,0,3,1,1,0.2,0.51,0.3881,3,32,35,Non-Rush Hour,Weekday,Cold,3.58351893845611,hour
266,2011-01-12,Spring,0,1,12,0,3,1,1,0.2,0.47,0.5821,3,52,55,Non-Rush Hour,Weekday,Cold,4.02535169073515,hour
267,2011-01-12,Spring,0,1,13,0,3,1,1,0.22,0.44,0.3582,0,49,49,Non-Rush Hour,Weekday,Cold,3.912023005428146,hour
268,2011-01-12,Spring,0,1,14,0,3,1,1,0.2,0.47,0.3284,0,44,44,Non-Rush Hour,Weekday,Cold,3.80666248977032,hour
269,2011-01-12,Spring,0,1,15,0,3,1,1,0.2,0.47,0.4179,1,48,49,Non-Rush Hour,Weekday,Cold,3.912023005428146,hour
270,2011-01-12,Spring,0,1,16,0,3,1,1,0.22,0.44,0.3284,5,63,68,Rush Hour,Weekday,Cold,4.23410650459726,hour
271,2011-01-12,Spring,0,1,17,0,3,1,1,0.2,0.47,0.3582,0,139,139,Rush Hour,Weekday,Cold,4.941642422609304,hour
272,2011-01-12,Spring,0,1,18,0,3,1,1,0.2,0.47,0.5224,2,135,137,Rush Hour,Weekday,Cold,4.927253685157205,hour
273,2011-01-12,Spring,0,1,19,0,3,1,1,0.18,0.47,0.4179,1,82,83,Rush Hour,Weekday,Cold,4.430816798843313,hour
274,2011-01-12,Spring,0,1,20,0,3,1,1,0.16,0.5,0.3284,2,54,56,Non-Rush Hour,Weekday,Cold,4.04305126783455,hour
275,2011-01-12,Spring,0,1,21,0,3,1,1,0.16,0.55,0.3284,0,57,57,Non-Rush Hour,Weekday,Cold,4.060443010546419,hour
276,2011-01-12,Spring,0,1,22,0,3,1,1,0.16,0.55,0.4478,1,32,33,Non-Rush Hour,Weekday,Cold,3.5263605246161616,hour
277,2011-01-12,Spring,0,1,23,0,3,1,1,0.14,0.59,0.4179,1,19,20,Non-Rush Hour,Weekday,Cold,3.044522437723423,hour
278,2011-01-13,Spring,0,1,0,0,4,1,1,0.14,0.59,0.2836,1,6,7,Non-Rush Hour,Weekday,Cold,2.079441541679836,hour
279,2011-01-13,Spring,0,1,1,0,4,1,1,0.14,0.5,0.2836,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096,hour
280,2011-01-13,Spring,0,1,2,0,4,1,1,0.14,0.5,0.3582,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096,hour
281,2011-01-13,Spring,0,1,3,0,4,1,1,0.14,0.5,0.3284,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906,hour
282,2011-01-13,Spring,0,1,4,0,4,1,1,0.14,0.5,0.2537,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341005,hour
283,2011-01-13,Spring,0,1,5,0,4,1,1,0.14,0.5,0.2985,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906,hour
284,2011-01-13,Spring,0,1,6,0,4,1,1,0.12,0.54,0.1343,0,28,28,Non-Rush Hour,Weekday,Cold,3.367295829986474,hour
285,2011-01-13,Spring,0,1,7,0,4,1,1,0.12,0.54,0.1343,0,72,72,Rush Hour,Weekday,Cold,4.290459441148391,hour
286,2011-01-13,Spring,0,1,8,0,4,1,1,0.14,0.5,0.194,5,197,202,Rush Hour,Weekday,Cold,5.313205979041787,hour
287,2011-01-13,Spring,0,1,9,0,4,1,1,0.14,0.5,0.3284,2,137,139,Rush Hour,Weekday,Cold,4.941642422609304,hour
288,2011-01-13,Spring,0,1,10,0,4,1,2,0.16,0.5,0.3582,2,36,38,Non-Rush Hour,Weekday,Cold,3.6635616461296463,hour
289,2011-01-13,Spring,0,1,11,0,4,1,2,0.2,0.44,0.4478,4,33,37,Non-Rush Hour,Weekday,Cold,3.6375861597263857,hour
290,2011-01-13,Spring,0,1,12,0,4,1,1,0.2,0.44,0.4179,3,49,52,Non-Rush Hour,Weekday,Cold,3.970291913552122,hour
291,2011-01-13,Spring,0,1,13,0,4,1,1,0.22,0.41,0.4478,2,81,83,Non-Rush Hour,Weekday,Cold,4.430816798843313,hour
292,2011-01-13,Spring,0,1,14,0,4,1,1,0.22,0.41,0.3881,3,39,42,Non-Rush Hour,Weekday,Cold,3.7612001156935615,hour
293,2011-01-13,Spring,0,1,15,0,4,1,1,0.24,0.38,0.2985,5,55,60,Non-Rush Hour,Weekday,Cold,4.110873864173311,hour
294,2011-01-13,Spring,0,1,16,0,4,1,1,0.24,0.38,0.3582,2,76,78,Rush Hour,Weekday,Cold,4.3694478524670215,hour
295,2011-01-13,Spring,0,1,17,0,4,1,1,0.2,0.4,0.2836,4,158,162,Rush Hour,Weekday,Cold,5.093750200806762,hour
296,2011-01-13,Spring,0,1,18,0,4,1,1,0.2,0.4,0.3284,3,141,144,Rush Hour,Weekday,Cold,4.976733742420574,hour
297,2011-01-13,Spring,0,1,19,0,4,1,1,0.16,0.47,0.2537,1,98,99,Rush Hour,Weekday,Cold,4.605170185988092,hour
298,2011-01-13,Spring,0,1,20,0,4,1,1,0.16,0.47,0.2239,0,64,64,Non-Rush Hour,Weekday,Cold,4.174387269895637,hour
299,2011-01-13,Spring,0,1,21,0,4,1,1,0.14,0.46,0.2985,0,40,40,Non-Rush Hour,Weekday,Cold,3.713572066704308,hour
300,2011-01-13,Spring,0,1,22,0,4,1,1,0.14,0.46,0.3284,0,30,30,Non-Rush Hour,Weekday,Cold,3.4339872044851463,hour
301,2011-01-13,Spring,0,1,23,0,4,1,1,0.12,0.5,0.194,1,14,15,Non-Rush Hour,Weekday,Cold,2.772588722239781,hour
302,2011-01-14,Spring,0,1,0,0,5,1,1,0.12,0.5,0.194,0,14,14,Non-Rush Hour,Weekday,Cold,2.70805020110221,hour
303,2011-01-14,Spring,0,1,1,0,5,1,1,0.1,0.54,0.1642,0,5,5,Non-Rush Hour,Weekday,Cold,1.791759469228055,hour
304,2011-01-14,Spring,0,1,2,0,5,1,1,0.1,0.54,0.1343,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453,hour
305,2011-01-14,Spring,0,1,3,0,5,1,1,0.1,0.54,0.1045,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453,hour
306,2011-01-14,Spring,0,1,5,0,5,1,1,0.1,0.54,0.0896,0,8,8,Non-Rush Hour,Weekday,Cold,2.19722457733622,hour
307,2011-01-14,Spring,0,1,6,0,5,1,1,0.1,0.54,0.194,0,17,17,Non-Rush Hour,Weekday,Cold,2.8903717578961645,hour
308,2011-01-14,Spring,0,1,7,0,5,1,1,0.1,0.74,0.1642,0,70,70,Rush Hour,Weekday,Cold,4.262679877041316,hour
309,2011-01-14,Spring,0,1,8,0,5,1,1,0.12,0.68,0.194,2,156,158,Rush Hour,Weekday,Cold,5.068904202220232,hour
310,2011-01-14,Spring,0,1,9,0,5,1,1,0.14,0.69,0.1343,0,117,117,Rush Hour,Weekday,Cold,4.770684624465665,hour
311,2011-01-14,Spring,0,1,10,0,5,1,1,0.18,0.55,0.194,4,40,44,Non-Rush Hour,Weekday,Cold,3.80666248977032,hour
312,2011-01-14,Spring,0,1,11,0,5,1,1,0.18,0.51,0.2836,6,47,53,Non-Rush Hour,Weekday,Cold,3.9889840465642745,hour
313,2011-01-14,Spring,0,1,12,0,5,1,1,0.2,0.44,0.2537,2,59,61,Non-Rush Hour,Weekday,Cold,4.127134385045092,hour
314,2011-01-14,Spring,0,1,13,0,5,1,1,0.22,0.37,0.3881,4,73,77,Non-Rush Hour,Weekday,Cold,4.356708826689592,hour
315,2011-01-14,Spring,0,1,14,0,5,1,1,0.22,0.41,0.2836,5,59,64,Non-Rush Hour,Weekday,Cold,4.174387269895637,hour
316,2011-01-14,Spring,0,1,15,0,5,1,1,0.24,0.38,0.1642,9,59,68,Non-Rush Hour,Weekday,Cold,4.23410650459726,hour
317,2011-01-14,Spring,0,1,16,0,5,1,1,0.22,0.41,0.1045,3,87,90,Rush Hour,Weekday,Cold,4.51085950651685,hour
318,2011-01-14,Spring,0,1,17,0,5,1,1,0.22,0.41,0.1642,4,155,159,Rush Hour,Weekday,Cold,5.075173815233827,hour
319,2011-01-14,Spring,0,1,18,0,5,1,1,0.2,0.47,0.194,5,134,139,Rush Hour,Weekday,Cold,4.941642422609304,hour
320,2011-01-14,Spring,0,1,19,0,5,1,1,0.16,0.59,0.0896,3,89,92,Rush Hour,Weekday,Cold,4.532599493153256,hour
321,2011-01-14,Spring,0,1,20,0,5,1,1,0.18,0.59,0.194,0,68,68,Non-Rush Hour,Weekday,Cold,4.23410650459726,hour
322,2011-01-14,Spring,0,1,21,0,5,1,1,0.16,0.69,0.194,4,48,52,Non-Rush Hour,Weekday,Cold,3.970291913552122,hour
323,2011-01-14,Spring,0,1,22,0,5,1,2,0.16,0.69,0.194,2,34,36,Non-Rush Hour,Weekday,Cold,3.610917912644224,hour
324,2011-01-14,Spring,0,1,23,0,5,1,2,0.18,0.55,0.194,1,26,27,Non-Rush Hour,Weekday,Cold,3.332204510175204,hour
325,2011-01-15,Spring,0,1,0,0,6,0,1,0.18,0.55,0.194,3,25,28,Non-Rush Hour,Weekend,Cold,3.367295829986474,hour
326,2011-01-15,Spring,0,1,1,0,6,0,2,0.16,0.59,0.0896,2,18,20,Non-Rush Hour,Weekend,Cold,3.044522437723423,hour
327,2011-01-15,Spring,0,1,2,0,6,0,2,0.16,0.59,0.0896,0,12,12,Non-Rush Hour,Weekend,Cold,2.5649493574615367,hour
328,2011-01-15,Spring,0,1,3,0,6,0,2,0.16,0.59,0.194,1,7,8,Non-Rush Hour,Weekend,Cold,2.19722457733622,hour
329,2011-01-15,Spring,0,1,4,0,6,0,2,0.16,0.59,0.194,0,5,5,Non-Rush Hour,Weekend,Cold,1.791759469228055,hour
330,2011-01-15,Spring,0,1,5,0,6,0,1,0.16,0.59,0.194,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453,hour
331,2011-01-15,Spring,0,1,6,0,6,0,1,0.14,0.63,0.1045,1,2,3,Non-Rush Hour,Weekend,Cold,1.3862943611198906,hour
332,2011-01-15,Spring,0,1,7,0,6,0,1,0.14,0.63,0.194,1,9,10,Rush Hour,Weekend,Cold,2.3978952727983707,hour
333,2011-01-15,Spring,0,1,8,0,6,0,1,0.14,0.63,0.1343,1,22,23,Rush Hour,Weekend,Cold,3.1780538303479458,hour
334,2011-01-15,Spring,0,1,9,0,6,0,1,0.16,0.64,0.1343,2,31,33,Rush Hour,Weekend,Cold,3.5263605246161616,hour
335,2011-01-15,Spring,0,1,10,0,6,0,1,0.18,0.59,0.1642,2,57,59,Non-Rush Hour,Weekend,Cold,4.0943445622221,hour
336,2011-01-15,Spring,0,1,11,0,6,0,1,0.2,0.55,0.2239,18,54,72,Non-Rush Hour,Weekend,Cold,4.290459441148391,hour
337,2011-01-15,Spring,0,1,12,0,6,0,1,0.24,0.48,0.2239,15,74,89,Non-Rush Hour,Weekend,Cold,4.499809670330265,hour
338,2011-01-15,Spring,0,1,13,0,6,0,1,0.28,0.38,0.2985,21,80,101,Non-Rush Hour,Weekend,Cold,4.624972813284271,hour
339,2011-01-15,Spring,0,1,14,0,6,0,1,0.3,0.39,0.2836,26,92,118,Non-Rush Hour,Weekend,Cold,4.77912349311153,hour
340,2011-01-15,Spring,0,1,15,0,6,0,2,0.32,0.36,0.194,21,108,129,Non-Rush Hour,Weekend,Mild,4.867534450455582,hour
341,2011-01-15,Spring,0,1,16,0,6,0,2,0.34,0.34,0.194,33,95,128,Rush Hour,Weekend,Mild,4.859812404361672,hour
342,2011-01-15,Spring,0,1,17,0,6,0,2,0.32,0.36,0.2836,29,54,83,Rush Hour,Weekend,Mild,4.430816798843313,hour
343,2011-01-15,Spring,0,1,18,0,6,0,2,0.3,0.45,0.2537,15,69,84,Rush Hour,Weekend,Cold,4.442651256490317,hour
344,2011-01-15,Spring,0,1,19,0,6,0,2,0.32,0.39,0.2537,14,60,74,Rush Hour,Weekend,Mild,4.31748811353631,hour
345,2011-01-15,Spring,0,1,20,0,6,0,2,0.32,0.39,0.2537,6,35,41,Non-Rush Hour,Weekend,Mild,3.737669618283368,hour
346,2011-01-15,Spring,0,1,21,0,6,0,2,0.32,0.39,0.2239,6,51,57,Non-Rush Hour,Weekend,Mild,4.060443010546419,hour
347,2011-01-15,Spring,0,1,22,0,6,0,2,0.3,0.42,0.1045,0,26,26,Non-Rush Hour,Weekend,Cold,3.295836866004329,hour
348,2011-01-15,Spring,0,1,23,0,6,0,1,0.3,0.45,0.2836,5,39,44,Non-Rush Hour,Weekend,Cold,3.80666248977032,hour
349,2011-01-16,Spring,0,1,0,0,0,0,1,0.26,0.56,0.194,6,33,39,Non-Rush Hour,Weekend,Cold,3.688879454113936,hour
350,2011-01-16,Spring,0,1,1,0,0,0,1,0.26,0.56,0.1343,4,19,23,Non-Rush Hour,Weekend,Cold,3.1780538303479458,hour
351,2011-01-16,Spring,0,1,2,0,0,0,1,0.26,0.56,0.0896,3,13,16,Non-Rush Hour,Weekend,Cold,2.833213344056216,hour
352,2011-01-16,Spring,0,1,3,0,0,0,1,0.22,0.69,0.194,9,6,15,Non-Rush Hour,Weekend,Cold,2.772588722239781,hour
353,2011-01-16,Spring,0,1,4,0,0,0,1,0.26,0.56,0.1642,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453,hour
354,2011-01-16,Spring,0,1,5,0,0,0,2,0.26,0.56,0.1642,1,1,2,Non-Rush Hour,Weekend,Cold,1.0986122886681096,hour
355,2011-01-16,Spring,0,1,6,0,0,0,2,0.26,0.56,0.1642,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453,hour
356,2011-01-16,Spring,0,1,7,0,0,0,2,0.24,0.56,0.2985,0,3,3,Rush Hour,Weekend,Cold,1.3862943611198906,hour
357,2011-01-16,Spring,0,1,8,0,0,0,1,0.22,0.55,0.2836,0,18,18,Rush Hour,Weekend,Cold,2.9444389791664403,hour
358,2011-01-16,Spring,0,1,9,0,0,0,1,0.22,0.51,0.2537,3,29,32,Rush Hour,Weekend,Cold,3.49650756146648,hour
359,2011-01-16,Spring,0,1,10,0,0,0,1,0.22,0.51,0.2836,8,71,79,Non-Rush Hour,Weekend,Cold,4.382026634673881,hour
360,2011-01-16,Spring,0,1,11,0,0,0,1,0.24,0.44,0.2537,23,70,93,Non-Rush Hour,Weekend,Cold,4.543294782270004,hour
361,2011-01-16,Spring,0,1,12,0,0,0,1,0.24,0.41,0.2836,29,75,104,Non-Rush Hour,Weekend,Cold,4.653960350157523,hour
362,2011-01-16,Spring,0,1,13,0,0,0,1,0.26,0.35,0.2985,23,95,118,Non-Rush Hour,Weekend,Cold,4.77912349311153,hour
363,2011-01-16,Spring,0,1,14,0,0,0,1,0.28,0.36,0.2537,22,69,91,Non-Rush Hour,Weekend,Cold,4.5217885770490405,hour
364,2011-01-16,Spring,0,1,15,0,0,0,1,0.26,0.38,0.2537,35,78,113,Non-Rush Hour,Weekend,Cold,4.736198448394496,hour
365,2011-01-16,Spring,0,1,16,0,0,0,1,0.24,0.38,0.2239,22,77,99,Rush Hour,Weekend,Cold,4.605170185988092,hour
366,2011-01-16,Spring,0,1,17,0,0,0,1,0.22,0.37,0.2537,23,82,105,Rush Hour,Weekend,Cold,4.663439094112067,hour
367,2011-01-16,Spring,0,1,18,0,0,0,1,0.2,0.4,0.1642,11,56,67,Rush Hour,Weekend,Cold,4.219507705176107,hour
368,2011-01-16,Spring,0,1,19,0,0,0,1,0.18,0.47,0.1343,14,47,61,Rush Hour,Weekend,Cold,4.127134385045092,hour
