instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,rush_hour,day_type,temp_category,cnt_log
192,2011-01-09,Spring,0,1,6,0,0,0,1,0.1,0.49,0.2836,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453
193,2011-01-09,Spring,0,1,7,0,0,0,1,0.08,0.53,0.194,1,5,6,Rush Hour,Weekend,Cold,1.9459101490553132
194,2011-01-09,Spring,0,1,8,0,0,0,1,0.1,0.49,0.2836,0,10,10,Rush Hour,Weekend,Cold,2.3978952727983707
195,2011-01-09,Spring,0,1,9,0,0,0,1,0.12,0.46,0.5224,0,19,19,Rush Hour,Weekend,Cold,2.995732273553991
196,2011-01-09,Spring,0,1,10,0,0,0,1,0.14,0.43,0.3881,0,49,49,Non-Rush Hour,Weekend,Cold,3.912023005428146
197,2011-01-09,Spring,0,1,11,0,0,0,1,0.16,0.4,0.5224,2,47,49,Non-Rush Hour,Weekend,Cold,3.912023005428146
198,2011-01-09,Spring,0,1,12,0,0,0,1,0.18,0.37,0.4478,4,79,83,Non-Rush Hour,Weekend,Cold,4.430816798843313
199,2011-01-09,Spring,0,1,13,0,0,0,1,0.2,0.34,0.4478,6,69,75,Non-Rush Hour,Weekend,Cold,4.330733340286331
200,2011-01-09,Spring,0,1,14,0,0,0,1,0.22,0.32,0.4627,8,64,72,Non-Rush Hour,Weekend,Cold,4.290459441148391
201,2011-01-09,Spring,0,1,15,0,0,0,1,0.22,0.35,0.3582,5,77,82,Non-Rush Hour,Weekend,Cold,4.418840607796598
202,2011-01-09,Spring,0,1,16,0,0,0,1,0.2,0.34,0.4478,13,79,92,Rush Hour,Weekend,Cold,4.532599493153256
203,2011-01-09,Spring,0,1,17,0,0,0,1,0.18,0.37,0.3881,3,59,62,Rush Hour,Weekend,Cold,4.143134726391533
204,2011-01-09,Spring,0,1,18,0,0,0,1,0.16,0.4,0.3284,4,44,48,Rush Hour,Weekend,Cold,3.8918202981106265
205,2011-01-09,Spring,0,1,19,0,0,0,1,0.16,0.43,0.3284,1,40,41,Rush Hour,Weekend,Cold,3.7376696182833684
206,2011-01-09,Spring,0,1,20,0,0,0,1,0.14,0.46,0.2537,0,38,38,Non-Rush Hour,Weekend,Cold,3.6635616461296463
207,2011-01-09,Spring,0,1,21,0,0,0,1,0.14,0.46,0.4179,1,19,20,Non-Rush Hour,Weekend,Cold,3.044522437723423
208,2011-01-09,Spring,0,1,22,0,0,0,1,0.14,0.46,0.2985,5,10,15,Non-Rush Hour,Weekend,Cold,2.772588722239781
209,2011-01-09,Spring,0,1,23,0,0,0,1,0.12,0.5,0.194,0,6,6,Non-Rush Hour,Weekend,Cold,1.9459101490553132
210,2011-01-10,Spring,0,1,0,0,1,1,1,0.12,0.5,0.2836,2,3,5,Non-Rush Hour,Weekday,Cold,1.791759469228055
211,2011-01-10,Spring,0,1,1,0,1,1,1,0.12,0.5,0.2836,1,0,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
212,2011-01-10,Spring,0,1,2,0,1,1,1,0.12,0.5,0.2239,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
213,2011-01-10,Spring,0,1,3,0,1,1,1,0.12,0.5,0.2239,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
214,2011-01-10,Spring,0,1,4,0,1,1,1,0.1,0.54,0.1343,1,2,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
215,2011-01-10,Spring,0,1,5,0,1,1,1,0.1,0.54,0.2537,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
216,2011-01-10,Spring,0,1,6,0,1,1,1,0.12,0.5,0.2836,0,31,31,Non-Rush Hour,Weekday,Cold,3.4657359027997265
217,2011-01-10,Spring,0,1,7,0,1,1,1,0.12,0.5,0.2239,2,75,77,Rush Hour,Weekday,Cold,4.356708826689592
218,2011-01-10,Spring,0,1,8,0,1,1,2,0.12,0.5,0.2836,4,184,188,Rush Hour,Weekday,Cold,5.241747015059643
219,2011-01-10,Spring,0,1,9,0,1,1,2,0.14,0.5,0.2537,2,92,94,Rush Hour,Weekday,Cold,4.553876891600541
220,2011-01-10,Spring,0,1,10,0,1,1,2,0.14,0.5,0.2985,0,31,31,Non-Rush Hour,Weekday,Cold,3.4657359027997265
221,2011-01-10,Spring,0,1,11,0,1,1,2,0.16,0.47,0.2836,2,28,30,Non-Rush Hour,Weekday,Cold,3.4339872044851463
222,2011-01-10,Spring,0,1,12,0,1,1,2,0.2,0.4,0.2836,5,47,52,Non-Rush Hour,Weekday,Cold,3.970291913552122
223,2011-01-10,Spring,0,1,13,0,1,1,2,0.2,0.4,0.2836,4,50,54,Non-Rush Hour,Weekday,Cold,4.007333185232471
224,2011-01-10,Spring,0,1,14,0,1,1,2,0.2,0.4,0.2239,0,47,47,Non-Rush Hour,Weekday,Cold,3.8712010109078907
225,2011-01-10,Spring,0,1,15,0,1,1,2,0.2,0.4,0.2239,2,43,45,Non-Rush Hour,Weekday,Cold,3.828641396489095
226,2011-01-10,Spring,0,1,16,0,1,1,1,0.2,0.4,0.1343,4,70,74,Rush Hour,Weekday,Cold,4.31748811353631
227,2011-01-10,Spring,0,1,17,0,1,1,1,0.2,0.4,0.1045,4,174,178,Rush Hour,Weekday,Cold,5.187385805840755
228,2011-01-10,Spring,0,1,18,0,1,1,1,0.2,0.4,0.2239,1,154,155,Rush Hour,Weekday,Cold,5.049856007249537
229,2011-01-10,Spring,0,1,19,0,1,1,1,0.16,0.47,0.1642,3,92,95,Rush Hour,Weekday,Cold,4.564348191467836
230,2011-01-10,Spring,0,1,20,0,1,1,1,0.16,0.5,0.1642,1,73,74,Non-Rush Hour,Weekday,Cold,4.31748811353631
231,2011-01-10,Spring,0,1,21,0,1,1,1,0.14,0.59,0.194,1,37,38,Non-Rush Hour,Weekday,Cold,3.6635616461296463
232,2011-01-10,Spring,0,1,22,0,1,1,1,0.14,0.59,0.1642,2,22,24,Non-Rush Hour,Weekday,Cold,3.2188758248682006
233,2011-01-10,Spring,0,1,23,0,1,1,1,0.14,0.59,0.1642,0,18,18,Non-Rush Hour,Weekday,Cold,2.9444389791664403
234,2011-01-11,Spring,0,1,0,0,2,1,1,0.14,0.59,0.1045,2,10,12,Non-Rush Hour,Weekday,Cold,2.5649493574615367
235,2011-01-11,Spring,0,1,1,0,2,1,1,0.14,0.59,0.1642,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
236,2011-01-11,Spring,0,1,2,0,2,1,2,0.16,0.55,0.194,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
237,2011-01-11,Spring,0,1,5,0,2,1,2,0.16,0.55,0.1343,0,6,6,Non-Rush Hour,Weekday,Cold,1.9459101490553132
238,2011-01-11,Spring,0,1,6,0,2,1,2,0.16,0.55,0.1343,0,27,27,Non-Rush Hour,Weekday,Cold,3.332204510175204
239,2011-01-11,Spring,0,1,7,0,2,1,2,0.16,0.55,0.194,2,97,99,Rush Hour,Weekday,Cold,4.605170185988092
240,2011-01-11,Spring,0,1,8,0,2,1,2,0.18,0.51,0.0896,3,214,217,Rush Hour,Weekday,Cold,5.384495062789089
241,2011-01-11,Spring,0,1,9,0,2,1,2,0.18,0.51,0.1642,3,127,130,Rush Hour,Weekday,Cold,4.875197323201151
242,2011-01-11,Spring,0,1,10,0,2,1,2,0.2,0.51,0.1642,3,51,54,Non-Rush Hour,Weekday,Cold,4.007333185232471
243,2011-01-11,Spring,0,1,11,0,2,1,2,0.2,0.47,0.1343,4,31,35,Non-Rush Hour,Weekday,Cold,3.58351893845611
244,2011-01-11,Spring,0,1,12,0,2,1,2,0.2,0.51,0.1045,2,55,57,Non-Rush Hour,Weekday,Cold,4.060443010546419
245,2011-01-11,Spring,0,1,13,0,2,1,2,0.2,0.59,0.0896,6,46,52,Non-Rush Hour,Weekday,Cold,3.970291913552122
246,2011-01-11,Spring,0,1,14,0,2,1,2,0.2,0.59,0.0896,3,60,63,Non-Rush Hour,Weekday,Cold,4.1588830833596715
247,2011-01-11,Spring,0,1,15,0,2,1,2,0.16,0.8,0.0896,2,45,47,Non-Rush Hour,Weekday,Cold,3.8712010109078907
248,2011-01-11,Spring,0,1,16,0,2,1,2,0.16,0.86,0.2239,4,72,76,Rush Hour,Weekday,Cold,4.343805421853684
249,2011-01-11,Spring,0,1,17,0,2,1,2,0.16,0.86,0.2239,6,130,136,Rush Hour,Weekday,Cold,4.919980925828125
250,2011-01-11,Spring,0,1,18,0,2,1,3,0.16,0.93,0.1045,1,94,95,Rush Hour,Weekday,Cold,4.564348191467836
251,2011-01-11,Spring,0,1,19,0,2,1,3,0.16,0.93,0.194,0,51,51,Rush Hour,Weekday,Cold,3.9512437185814275
252,2011-01-11,Spring,0,1,20,0,2,1,3,0.16,0.93,0.194,0,32,32,Non-Rush Hour,Weekday,Cold,3.4965075614664802
253,2011-01-11,Spring,0,1,21,0,2,1,3,0.16,0.86,0.0896,0,20,20,Non-Rush Hour,Weekday,Cold,3.044522437723423
254,2011-01-11,Spring,0,1,22,0,2,1,3,0.16,0.93,0.1045,1,28,29,Non-Rush Hour,Weekday,Cold,3.4011973816621555
255,2011-01-11,Spring,0,1,23,0,2,1,3,0.16,0.93,0.0896,1,18,19,Non-Rush Hour,Weekday,Cold,2.995732273553991
256,2011-01-12,Spring,0,1,0,0,3,1,2,0.16,0.86,0.0896,0,7,7,Non-Rush Hour,Weekday,Cold,2.0794415416798357
257,2011-01-12,Spring,0,1,1,0,3,1,2,0.16,0.86,0.1045,0,6,6,Non-Rush Hour,Weekday,Cold,1.9459101490553132
258,2011-01-12,Spring,0,1,2,0,3,1,1,0.14,0.86,0.1343,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
259,2011-01-12,Spring,0,1,5,0,3,1,1,0.14,0.86,0.1642,0,5,5,Non-Rush Hour,Weekday,Cold,1.791759469228055
260,2011-01-12,Spring,0,1,6,0,3,1,1,0.12,0.93,0.1343,0,16,16,Non-Rush Hour,Weekday,Cold,2.833213344056216
261,2011-01-12,Spring,0,1,7,0,3,1,1,0.14,0.69,0.1343,0,54,54,Rush Hour,Weekday,Cold,4.007333185232471
262,2011-01-12,Spring,0,1,8,0,3,1,1,0.16,0.59,0.1642,3,125,128,Rush Hour,Weekday,Cold,4.859812404361672
263,2011-01-12,Spring,0,1,9,0,3,1,1,0.16,0.59,0.3284,3,78,81,Rush Hour,Weekday,Cold,4.406719247264253
264,2011-01-12,Spring,0,1,10,0,3,1,1,0.18,0.55,0.2239,0,39,39,Non-Rush Hour,Weekday,Cold,3.6888794541139363
265,2011-01-12,Spring,0,1,11,0,3,1,1,0.2,0.51,0.3881,3,32,35,Non-Rush Hour,Weekday,Cold,3.58351893845611
266,2011-01-12,Spring,0,1,12,0,3,1,1,0.2,0.47,0.5821,3,52,55,Non-Rush Hour,Weekday,Cold,4.02535169073515
267,2011-01-12,Spring,0,1,13,0,3,1,1,0.22,0.44,0.3582,0,49,49,Non-Rush Hour,Weekday,Cold,3.912023005428146
268,2011-01-12,Spring,0,1,14,0,3,1,1,0.2,0.47,0.3284,0,44,44,Non-Rush Hour,Weekday,Cold,3.8066624897703196
269,2011-01-12,Spring,0,1,15,0,3,1,1,0.2,0.47,0.4179,1,48,49,Non-Rush Hour,Weekday,Cold,3.912023005428146
270,2011-01-12,Spring,0,1,16,0,3,1,1,0.22,0.44,0.3284,5,63,68,Rush Hour,Weekday,Cold,4.23410650459726
271,2011-01-12,Spring,0,1,17,0,3,1,1,0.2,0.47,0.3582,0,139,139,Rush Hour,Weekday,Cold,4.941642422609304
272,2011-01-12,Spring,0,1,18,0,3,1,1,0.2,0.47,0.5224,2,135,137,Rush Hour,Weekday,Cold,4.927253685157205
273,2011-01-12,Spring,0,1,19,0,3,1,1,0.18,0.47,0.4179,1,82,83,Rush Hour,Weekday,Cold,4.430816798843313
274,2011-01-12,Spring,0,1,20,0,3,1,1,0.16,0.5,0.3284,2,54,56,Non-Rush Hour,Weekday,Cold,4.04305126783455
275,2011-01-12,Spring,0,1,21,0,3,1,1,0.16,0.55,0.3284,0,57,57,Non-Rush Hour,Weekday,Cold,4.060443010546419
276,2011-01-12,Spring,0,1,22,0,3,1,1,0.16,0.55,0.4478,1,32,33,Non-Rush Hour,Weekday,Cold,3.5263605246161616
277,2011-01-12,Spring,0,1,23,0,3,1,1,0.14,0.59,0.4179,1,19,20,Non-Rush Hour,Weekday,Cold,3.044522437723423
278,2011-01-13,Spring,0,1,0,0,4,1,1,0.14,0.59,0.2836,1,6,7,Non-Rush Hour,Weekday,Cold,2.0794415416798357
279,2011-01-13,Spring,0,1,1,0,4,1,1,0.14,0.5,0.2836,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096
280,2011-01-13,Spring,0,1,2,0,4,1,1,0.14,0.5,0.3582,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096
281,2011-01-13,Spring,0,1,3,0,4,1,1,0.14,0.5,0.3284,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
282,2011-01-13,Spring,0,1,4,0,4,1,1,0.14,0.5,0.2537,0,4,4,Non-Rush Hour,Weekday,Cold,1.6094379124341003
283,2011-01-13,Spring,0,1,5,0,4,1,1,0.14,0.5,0.2985,0,3,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
284,2011-01-13,Spring,0,1,6,0,4,1,1,0.12,0.54,0.1343,0,28,28,Non-Rush Hour,Weekday,Cold,3.367295829986474
285,2011-01-13,Spring,0,1,7,0,4,1,1,0.12,0.54,0.1343,0,72,72,Rush Hour,Weekday,Cold,4.290459441148391
286,2011-01-13,Spring,0,1,8,0,4,1,1,0.14,0.5,0.194,5,197,202,Rush Hour,Weekday,Cold,5.313205979041787
287,2011-01-13,Spring,0,1,9,0,4,1,1,0.14,0.5,0.3284,2,137,139,Rush Hour,Weekday,Cold,4.941642422609304
288,2011-01-13,Spring,0,1,10,0,4,1,2,0.16,0.5,0.3582,2,36,38,Non-Rush Hour,Weekday,Cold,3.6635616461296463
289,2011-01-13,Spring,0,1,11,0,4,1,2,0.2,0.44,0.4478,4,33,37,Non-Rush Hour,Weekday,Cold,3.6375861597263857
290,2011-01-13,Spring,0,1,12,0,4,1,1,0.2,0.44,0.4179,3,49,52,Non-Rush Hour,Weekday,Cold,3.970291913552122
291,2011-01-13,Spring,0,1,13,0,4,1,1,0.22,0.41,0.4478,2,81,83,Non-Rush Hour,Weekday,Cold,4.430816798843313
292,2011-01-13,Spring,0,1,14,0,4,1,1,0.22,0.41,0.3881,3,39,42,Non-Rush Hour,Weekday,Cold,3.7612001156935624
293,2011-01-13,Spring,0,1,15,0,4,1,1,0.24,0.38,0.2985,5,55,60,Non-Rush Hour,Weekday,Cold,4.110873864173311
294,2011-01-13,Spring,0,1,16,0,4,1,1,0.24,0.38,0.3582,2,76,78,Rush Hour,Weekday,Cold,4.3694478524670215
295,2011-01-13,Spring,0,1,17,0,4,1,1,0.2,0.4,0.2836,4,158,162,Rush Hour,Weekday,Cold,5.093750200806762
296,2011-01-13,Spring,0,1,18,0,4,1,1,0.2,0.4,0.3284,3,141,144,Rush Hour,Weekday,Cold,4.976733742420574
297,2011-01-13,Spring,0,1,19,0,4,1,1,0.16,0.47,0.2537,1,98,99,Rush Hour,Weekday,Cold,4.605170185988092
298,2011-01-13,Spring,0,1,20,0,4,1,1,0.16,0.47,0.2239,0,64,64,Non-Rush Hour,Weekday,Cold,4.174387269895637
299,2011-01-13,Spring,0,1,21,0,4,1,1,0.14,0.46,0.2985,0,40,40,Non-Rush Hour,Weekday,Cold,3.713572066704308
300,2011-01-13,Spring,0,1,22,0,4,1,1,0.14,0.46,0.3284,0,30,30,Non-Rush Hour,Weekday,Cold,3.4339872044851463
301,2011-01-13,Spring,0,1,23,0,4,1,1,0.12,0.5,0.194,1,14,15,Non-Rush Hour,Weekday,Cold,2.772588722239781
302,2011-01-14,Spring,0,1,0,0,5,1,1,0.12,0.5,0.194,0,14,14,Non-Rush Hour,Weekday,Cold,2.70805020110221
303,2011-01-14,Spring,0,1,1,0,5,1,1,0.1,0.54,0.1642,0,5,5,Non-Rush Hour,Weekday,Cold,1.791759469228055
304,2011-01-14,Spring,0,1,2,0,5,1,1,0.1,0.54,0.1343,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
305,2011-01-14,Spring,0,1,3,0,5,1,1,0.1,0.54,0.1045,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
306,2011-01-14,Spring,0,1,5,0,5,1,1,0.1,0.54,0.0896,0,8,8,Non-Rush Hour,Weekday,Cold,2.1972245773362196
307,2011-01-14,Spring,0,1,6,0,5,1,1,0.1,0.54,0.194,0,17,17,Non-Rush Hour,Weekday,Cold,2.8903717578961645
308,2011-01-14,Spring,0,1,7,0,5,1,1,0.1,0.74,0.1642,0,70,70,Rush Hour,Weekday,Cold,4.2626798770413155
309,2011-01-14,Spring,0,1,8,0,5,1,1,0.12,0.68,0.194,2,156,158,Rush Hour,Weekday,Cold,5.0689042022202315
310,2011-01-14,Spring,0,1,9,0,5,1,1,0.14,0.69,0.1343,0,117,117,Rush Hour,Weekday,Cold,4.770684624465665
311,2011-01-14,Spring,0,1,10,0,5,1,1,0.18,0.55,0.194,4,40,44,Non-Rush Hour,Weekday,Cold,3.8066624897703196
312,2011-01-14,Spring,0,1,11,0,5,1,1,0.18,0.51,0.2836,6,47,53,Non-Rush Hour,Weekday,Cold,3.9889840465642745
313,2011-01-14,Spring,0,1,12,0,5,1,1,0.2,0.44,0.2537,2,59,61,Non-Rush Hour,Weekday,Cold,4.127134385045092
314,2011-01-14,Spring,0,1,13,0,5,1,1,0.22,0.37,0.3881,4,73,77,Non-Rush Hour,Weekday,Cold,4.356708826689592
315,2011-01-14,Spring,0,1,14,0,5,1,1,0.22,0.41,0.2836,5,59,64,Non-Rush Hour,Weekday,Cold,4.174387269895637
316,2011-01-14,Spring,0,1,15,0,5,1,1,0.24,0.38,0.1642,9,59,68,Non-Rush Hour,Weekday,Cold,4.23410650459726
317,2011-01-14,Spring,0,1,16,0,5,1,1,0.22,0.41,0.1045,3,87,90,Rush Hour,Weekday,Cold,4.51085950651685
318,2011-01-14,Spring,0,1,17,0,5,1,1,0.22,0.41,0.1642,4,155,159,Rush Hour,Weekday,Cold,5.075173815233827
319,2011-01-14,Spring,0,1,18,0,5,1,1,0.2,0.47,0.194,5,134,139,Rush Hour,Weekday,Cold,4.941642422609304
320,2011-01-14,Spring,0,1,19,0,5,1,1,0.16,0.59,0.0896,3,89,92,Rush Hour,Weekday,Cold,4.532599493153256
321,2011-01-14,Spring,0,1,20,0,5,1,1,0.18,0.59,0.194,0,68,68,Non-Rush Hour,Weekday,Cold,4.23410650459726
322,2011-01-14,Spring,0,1,21,0,5,1,1,0.16,0.69,0.194,4,48,52,Non-Rush Hour,Weekday,Cold,3.970291913552122
323,2011-01-14,Spring,0,1,22,0,5,1,2,0.16,0.69,0.194,2,34,36,Non-Rush Hour,Weekday,Cold,3.6109179126442243
324,2011-01-14,Spring,0,1,23,0,5,1,2,0.18,0.55,0.194,1,26,27,Non-Rush Hour,Weekday,Cold,3.332204510175204
325,2011-01-15,Spring,0,1,0,0,6,0,1,0.18,0.55,0.194,3,25,28,Non-Rush Hour,Weekend,Cold,3.367295829986474
326,2011-01-15,Spring,0,1,1,0,6,0,2,0.16,0.59,0.0896,2,18,20,Non-Rush Hour,Weekend,Cold,3.044522437723423
327,2011-01-15,Spring,0,1,2,0,6,0,2,0.16,0.59,0.0896,0,12,12,Non-Rush Hour,Weekend,Cold,2.5649493574615367
328,2011-01-15,Spring,0,1,3,0,6,0,2,0.16,0.59,0.194,1,7,8,Non-Rush Hour,Weekend,Cold,2.1972245773362196
329,2011-01-15,Spring,0,1,4,0,6,0,2,0.16,0.59,0.194,0,5,5,Non-Rush Hour,Weekend,Cold,1.791759469228055
330,2011-01-15,Spring,0,1,5,0,6,0,1,0.16,0.59,0.194,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453
331,2011-01-15,Spring,0,1,6,0,6,0,1,0.14,0.63,0.1045,1,2,3,Non-Rush Hour,Weekend,Cold,1.3862943611198906
332,2011-01-15,Spring,0,1,7,0,6,0,1,0.14,0.63,0.194,1,9,10,Rush Hour,Weekend,Cold,2.3978952727983707
333,2011-01-15,Spring,0,1,8,0,6,0,1,0.14,0.63,0.1343,1,22,23,Rush Hour,Weekend,Cold,3.1780538303479458
334,2011-01-15,Spring,0,1,9,0,6,0,1,0.16,0.64,0.1343,2,31,33,Rush Hour,Weekend,Cold,3.5263605246161616
335,2011-01-15,Spring,0,1,10,0,6,0,1,0.18,0.59,0.1642,2,57,59,Non-Rush Hour,Weekend,Cold,4.0943445622221
336,2011-01-15,Spring,0,1,11,0,6,0,1,0.2,0.55,0.2239,18,54,72,Non-Rush Hour,Weekend,Cold,4.290459441148391
337,2011-01-15,Spring,0,1,12,0,6,0,1,0.24,0.48,0.2239,15,74,89,Non-Rush Hour,Weekend,Cold,4.499809670330265
338,2011-01-15,Spring,0,1,13,0,6,0,1,0.28,0.38,0.2985,21,80,101,Non-Rush Hour,Weekend,Cold,4.624972813284271
339,2011-01-15,Spring,0,1,14,0,6,0,1,0.3,0.39,0.2836,26,92,118,Non-Rush Hour,Weekend,Cold,4.77912349311153
340,2011-01-15,Spring,0,1,15,0,6,0,2,0.32,0.36,0.194,21,108,129,Non-Rush Hour,Weekend,Mild,4.867534450455582
341,2011-01-15,Spring,0,1,16,0,6,0,2,0.34,0.34,0.194,33,95,128,Rush Hour,Weekend,Mild,4.859812404361672
342,2011-01-15,Spring,0,1,17,0,6,0,2,0.32,0.36,0.2836,29,54,83,Rush Hour,Weekend,Mild,4.430816798843313
343,2011-01-15,Spring,0,1,18,0,6,0,2,0.3,0.45,0.2537,15,69,84,Rush Hour,Weekend,Cold,4.442651256490317
344,2011-01-15,Spring,0,1,19,0,6,0,2,0.32,0.39,0.2537,14,60,74,Rush Hour,Weekend,Mild,4.31748811353631
345,2011-01-15,Spring,0,1,20,0,6,0,2,0.32,0.39,0.2537,6,35,41,Non-Rush Hour,Weekend,Mild,3.7376696182833684
346,2011-01-15,Spring,0,1,21,0,6,0,2,0.32,0.39,0.2239,6,51,57,Non-Rush Hour,Weekend,Mild,4.060443010546419
347,2011-01-15,Spring,0,1,22,0,6,0,2,0.3,0.42,0.1045,0,26,26,Non-Rush Hour,Weekend,Cold,3.295836866004329
348,2011-01-15,Spring,0,1,23,0,6,0,1,0.3,0.45,0.2836,5,39,44,Non-Rush Hour,Weekend,Cold,3.8066624897703196
349,2011-01-16,Spring,0,1,0,0,0,0,1,0.26,0.56,0.194,6,33,39,Non-Rush Hour,Weekend,Cold,3.6888794541139363
350,2011-01-16,Spring,0,1,1,0,0,0,1,0.26,0.56,0.1343,4,19,23,Non-Rush Hour,Weekend,Cold,3.1780538303479458
351,2011-01-16,Spring,0,1,2,0,0,0,1,0.26,0.56,0.0896,3,13,16,Non-Rush Hour,Weekend,Cold,2.833213344056216
352,2011-01-16,Spring,0,1,3,0,0,0,1,0.22,0.69,0.194,9,6,15,Non-Rush Hour,Weekend,Cold,2.772588722239781
353,2011-01-16,Spring,0,1,4,0,0,0,1,0.26,0.56,0.1642,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453
354,2011-01-16,Spring,0,1,5,0,0,0,2,0.26,0.56,0.1642,1,1,2,Non-Rush Hour,Weekend,Cold,1.0986122886681096
355,2011-01-16,Spring,0,1,6,0,0,0,2,0.26,0.56,0.1642,0,1,1,Non-Rush Hour,Weekend,Cold,0.6931471805599453
356,2011-01-16,Spring,0,1,7,0,0,0,2,0.24,0.56,0.2985,0,3,3,Rush Hour,Weekend,Cold,1.3862943611198906
357,2011-01-16,Spring,0,1,8,0,0,0,1,0.22,0.55,0.2836,0,18,18,Rush Hour,Weekend,Cold,2.9444389791664403
358,2011-01-16,Spring,0,1,9,0,0,0,1,0.22,0.51,0.2537,3,29,32,Rush Hour,Weekend,Cold,3.4965075614664802
359,2011-01-16,Spring,0,1,10,0,0,0,1,0.22,0.51,0.2836,8,71,79,Non-Rush Hour,Weekend,Cold,4.382026634673881
360,2011-01-16,Spring,0,1,11,0,0,0,1,0.24,0.44,0.2537,23,70,93,Non-Rush Hour,Weekend,Cold,4.543294782270004
361,2011-01-16,Spring,0,1,12,0,0,0,1,0.24,0.41,0.2836,29,75,104,Non-Rush Hour,Weekend,Cold,4.653960350157523
362,2011-01-16,Spring,0,1,13,0,0,0,1,0.26,0.35,0.2985,23,95,118,Non-Rush Hour,Weekend,Cold,4.77912349311153
363,2011-01-16,Spring,0,1,14,0,0,0,1,0.28,0.36,0.2537,22,69,91,Non-Rush Hour,Weekend,Cold,4.5217885770490405
364,2011-01-16,Spring,0,1,15,0,0,0,1,0.26,0.38,0.2537,35,78,113,Non-Rush Hour,Weekend,Cold,4.736198448394496
365,2011-01-16,Spring,0,1,16,0,0,0,1,0.24,0.38,0.2239,22,77,99,Rush Hour,Weekend,Cold,4.605170185988092
366,2011-01-16,Spring,0,1,17,0,0,0,1,0.22,0.37,0.2537,23,82,105,Rush Hour,Weekend,Cold,4.663439094112067
367,2011-01-16,Spring,0,1,18,0,0,0,1,0.2,0.4,0.1642,11,56,67,Rush Hour,Weekend,Cold,4.219507705176107
368,2011-01-16,Spring,0,1,19,0,0,0,1,0.18,0.47,0.1343,14,47,61,Rush Hour,Weekend,Cold,4.127134385045092
369,2011-01-16,Spring,0,1,20,0,0,0,1,0.18,0.47,0.1642,7,50,57,Non-Rush Hour,Weekend,Cold,4.060443010546419
370,2011-01-16,Spring,0,1,21,0,0,0,1,0.18,0.51,0.1642,6,22,28,Non-Rush Hour,Weekend,Cold,3.367295829986474
371,2011-01-16,Spring,0,1,22,0,0,0,2,0.2,0.49,0.1343,2,19,21,Non-Rush Hour,Weekend,Cold,3.091042453358316
372,2011-01-16,Spring,0,1,23,0,0,0,2,0.2,0.4,0.1045,0,18,18,Non-Rush Hour,Weekend,Cold,2.9444389791664403
373,2011-01-17,Spring,0,1,0,1,1,0,2,0.2,0.47,0.2239,1,16,17,Non-Rush Hour,Weekday,Cold,2.8903717578961645
374,2011-01-17,Spring,0,1,1,1,1,0,2,0.2,0.44,0.194,1,15,16,Non-Rush Hour,Weekday,Cold,2.833213344056216
375,2011-01-17,Spring,0,1,2,1,1,0,2,0.18,0.43,0.2537,0,8,8,Non-Rush Hour,Weekday,Cold,2.1972245773362196
376,2011-01-17,Spring,0,1,3,1,1,0,2,0.18,0.43,0.194,0,2,2,Non-Rush Hour,Weekday,Cold,1.0986122886681096
377,2011-01-17,Spring,0,1,4,1,1,0,2,0.18,0.43,0.1343,1,2,3,Non-Rush Hour,Weekday,Cold,1.3862943611198906
378,2011-01-17,Spring,0,1,5,1,1,0,2,0.18,0.43,0.1642,0,1,1,Non-Rush Hour,Weekday,Cold,0.6931471805599453
379,2011-01-17,Spring,0,1,6,1,1,0,2,0.18,0.43,0.194,0,5,5,Non-Rush Hour,Weekday,Cold,1.791759469228055
380,2011-01-17,Spring,0,1,7,1,1,0,2,0.16,0.5,0.1343,4,9,13,Rush Hour,Weekday,Cold,2.639057329615259
381,2011-01-17,Spring,0,1,8,1,1,0,2,0.16,0.47,0.2239,3,30,33,Rush Hour,Weekday,Cold,3.5263605246161616
382,2011-01-17,Spring,0,1,9,1,1,0,2,0.16,0.47,0.2239,8,39,47,Rush Hour,Weekday,Cold,3.8712010109078907
383,2011-01-17,Spring,0,1,10,1,1,0,2,0.16,0.5,0.2537,7,50,57,Non-Rush Hour,Weekday,Cold,4.060443010546419
